"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"01100010001011011000",3100,11390,2090807,283,70,181022,529670,3514937,3083,3699,34616,13269,9104,4711,5699422,14749,11271484,312967,3943,69544,3499,10827922,238803,59079,98655,6421,16434,266938,334546,181472
"10011001111011110000",8351,614285,34312,372518,4341192,13316,36380,258723,25228,239372,86118,1533,886761,1031,3524730,329025,201,258964,651284,11322,114037,31732,36022,369,30633,10851,650,479181,673851,396446
"11110111110010001010",13,1,12,182,89,66,108,597,38,0,39279,2,4,5,8,60,183,31384,2,22,1974,36,34,9277,6680,1025793,35,45,169,223766
"00101000011010000000",41512,39052,1350938,14123,301727,35846,30902,285844,14060,384903,12758,684728,7686,2396,114619,143816,6545,19928,3760,283036,2751,273954,94341,18076,104298,42494,86317,10583,7633,2059109
"00000011100011010111",1,0,264,304,56,12,54,0,14,15,7287,15,42,0,37,1,5405,1265533,932,49,5,18,121,682324,48272,33938,12,14,79,61235
"10011011100101111001",7025,1131619,18132,36957,35643,465892,46772,46451,26729,81530,351603,70,602670,246462,1121162,208497,35280,478414,114733,21204,615018,103815,2268,8551,246543,23042,15431,2224611,2603452,125386
"10000100001010110001",1563,93066,313072,1714,209589,946,5620,1315,984852,3175055,3350,23127,22376,2465,6158617,55267,47754,64324,87398,185008,2041,3193,2605967,458752,539360,10826,27330,1414226,22750,148750
"10110110011101011111",7498,0,7940,2,0,0,51,0,1,0,250908,0,23,0,5,0,17194342,1,0,731616,0,0,0,5618,68959,173,10,0,174,346
"11111000010010111010",105,24159,23472,6247,35186,33506,19750,649549,310603,13343,982932,3295742,1974153,73920,1635039,5590546,3952,61336,110796,274944,82652,367386,1538400,3891,92383,133933,13625,14775,1016985,33473364
"11111101010111010001",249,5,433,10203,261,9,0,1,144,181,172,0,1,1,1153,205,13813,980,10,605,0,16,10,25954,111413,411961,0,4,2883,41388277
"10110101000010000010",3,1,90,99,3580,1,2,1,199,1,543,3,2,5,6,2,91,1869,4,273,196,30,628,15936,20974,2837424,607,2,98,3061949
"00000111111000011110",36,0,2,2019,134,28,463,3,1,16,37286,5,1,0,7,6,199,420830,12,583,1,4,29,158533,14964,178262,5564,4,228,11290
"01101010111111010100",37326,0,56668,0,0,0,11,6,0,0,311886,0,1270,0,21,0,1679365,2,30,898,0,1,0,73897,3603,0,0,0,379,392
"10100001001011110011",29,1698,1735692,324929,28897,2155,44757,5844,84782,23953,16384,41436,88462,209,1877260,791,84971,20278,615633,200218,3301,62912,505061,473,3278895,33031,9638,71357,1332185,837228
"11000110110100000100",4175463,2012446,88539,5386,109724,631426,683117,143914,87715,18266,188862,10416,778942,190952,6269,55910,11171,132485,49192,789,376007,231639,18775,20038720,347286,25015,39251,877128,11851,5369
"11010000111110000011",853969,65944,88909,90052,3680728,12327,4555003,104606,892543,50139,5624,32101,153021,12173,486079,191500,18365,54655,43621,9125,563613,3236,11621,2215428,282330,94804,3285,84163,903,64962
"01100011100001001100",2,0,6,0,0,0,0,0,0,0,33281,0,0,0,0,0,23558,1,0,1,0,0,0,64883,217,5,0,0,1,41
"01101111011001101011",62187,50903,21370,4956286,2772,16674,34073,1499865,13626,27709,7649777,6205,3095,2915,260252,3189,517317,38939,17560,932791,4868,26822,17995,61,457476,322921,11893,126579,465896,221685
"01110011000100010010",29,0,30,19,9,85,18,1,26,0,2375,2,3,6,51,1,12264,12477,7,43,41,192,5,1303157,18020,1142078,591,0,2355,1872692
"01111010011011100100",25495,0,18955,0,0,0,0,31,1,0,881928,0,272,0,22,0,60791,6,2,7047,0,0,0,3909,1082,28,1,0,24,1019
"00001001111010110010",1591,14447,7317,341149,3334444,191065,72832,91163,17838,1331992,499286,698491,581573,703,453992,101158,421,296226,4946452,18811,9693,4942,22277,2658,26678,3412,23886,7632,111119,515053
"11011101010001100000",542771,47365254,8413,119527,956055,1223,4640,930488,567424,5880,537788,253,561672,414571,445188,41661,2006,18001,54568,9036,487213,32985,224395,1071,25240,312934,1539,672046,350928,791389
"10000000110010111000",68,115057,17303,921,33986,68504,556656,1317123,8078,559521,95964,307125,2070767,11556,375700,25074455,4022,4044315,60125,3854,25775,69663,2345437,140584,83199,31564,70505,2228916,123102,498910
"11111101100111101000",82435,10685877,34748,188067,343987,715465,1425,7671371,14007,8807,60880,298,100288,10534592,97463,1500916,13973,15954,141498,12370,486036,142355,25516,1133,145035,29718,1702,275416,796121,1340630
"10111011100001101010",391,251666,8558,100393,78366,172234,296289,3185104,15346,171,22850283,1314,2168246,171347,13938,8364,1006,159713,103320,21026,81777252,3587730,16004,25,108849,155283,528274,462163,6100979,178747
"01110101100011011110",1,0,1,0,0,0,0,0,0,0,11735,0,0,0,0,0,63621,1,0,23,0,0,0,13888,74,4,0,0,0,1383
"01000010011100110000",212563,32112,14960,2427,1780,55573,189113,64936,3191,145733,52853,5355,33770,1794,2020802,88785,280655,1140359,11396,3948,2199,51928,24727,5933461,168887,245824,229225,61348,234995,153906
"10001010110000001010",2633,184185,4890,11778,183647,941208,45906515,2464927,62709,15412,23414075,55244,9181264,231446,16294,55603,1087,270291,15002,7545,13398433,1812643,8032,14192,50375,31256,5134023,254997,243182,66269
"00111001000101110111",572,0,6536,2,2,0,0,0,8,0,201157,0,1018,0,3,0,794084,0,157,122668,0,0,0,2606,17869,16,4,0,359,13171
"00001001111001000110",223,4,6,366566,17412,2,440,10,1,2,18668,1,45,0,3,3,10,55509,88,171,4,6,11,11959,24764,371484,2384,0,577,118367
"01100000111110101000",60519,40701,39524,36338,11176,322313,160513,20688546,198,92192,7633,78689,6634,9960,69972,27809649,68735,656986,6182,9299,2111,16547,82491,336171,367023,241666,113534,68056,19517,417326
"00111010110110100111",2917,0,3381,0,4,0,0,0,3,1,2058671,0,789,0,0,0,44784,19,36,8518,0,0,0,49405,8289,55,2,0,1,1950
"00100110101000100011",9096,6503,25475,22685,60005,12256,149497,16878,71321,52091,1284803,134140,6932,616,10038,2689,111798,326307,107996,97952,277855,32044,49696,22866,642317,81591,277449,1287483,13662,8610
"10010000000000000001",27564,810074,579619,103,455906,474,233352,8753,9780263,4313,4822,10989,165837,274963,234104,22494,16358,29035,2457,54598,1292602,43682,798312,1733069,121207,141960,174492,1627152,1377,84079
"00001010111110011000",86182,46451,36282,8805,40724,11905071,746644,469733,480,12788872,73738,28379,25644,11282,697785,2077838,56019,1454957,10388,34989,3774,289644,1354,459428,48110,4866,118099,39390,51468,201214
"10110011101101011000",18,0,43,863,17,110,584,12,0,0,540,0,1,2,82,10,1795,43934,0,79,47,652,1,16696,81987,537727,2239,24,64624,93950
"10110110000000001111",556,0,17845,0,0,0,9,0,310,0,1033191,0,199,0,0,0,490301,0,0,190992,1,0,0,30592,8682,26,341,1,3,73
"01001110100111011010",50442,534534,5389,13658,16171,12557132,440848,1009425,7125,366364,2782899,14430,520346,505111,489606,55383,8470296,743959,866971,10327,63248,4528461,5841,176828,33715,1750,3661,39253,584019,473199
"01010110000011110110",14053,529810,26328,668,12633,839,2364,24873,82978,12504,1170634,167072,315629,285,473641,7328,485988,7620525,2640714,53690,57220,410058,24193488,451336,44219,207715,885,173156,15088,276796
"00011000110101111011",12891,199917,513,851181,171174,9960,277672,55897,2610,1672401,992431,81071,347968,4715,200859,8112581,418756,7554096,208817,317062,6638,42178,46133,19253,209471,1411936,6226,59934,203766,4581239
"01111000100001100110",1735,0,560,0,6,0,3,12,31,0,12252590,0,70787,0,1,0,32686,2,317,1681,2,0,0,4862,864,3,9,0,179,756
"10101010100001011111",8,0,21012,0,0,0,287,1,46,0,24607220,0,79512,0,3,0,680012,1,45,21458,0,3,0,2179,16239,0,31,1,3693,134
"01010110000111110000",242228,2285547,19966,265,3842,9046,1288,68482,8147,257140,42481,1249,19650,10094,2332831,86482,9826260,4974372,87968,5532,24723,494673,738142,1860688,39534,426123,441,527366,48960,1066931
"10101111111000111110",77,0,507,3,1,0,9,1,3,0,52096607,0,3099,0,1,0,1313,0,43,21334,0,0,0,59,5164,0,290,0,6427,66
"01001011010001011011",6,1,8,1830,2,21,289,20,26,7,166831,1,23,0,1236,7,47403,87373,8,276,1,26,9,23563,13237,275692,44,3,6887,1684042
"10010101101011011110",7,3,13,4576,5361,1,81,3,6,2,1017,0,8,0,68,8,88,80083,69,1181,7,9,541,22021,20664,115563,259,6,553,69447
"11001110001001100011",53192,991150,15185,249867,110253,2005,151131,41422,2268969,12531,5121514,260,544200,4610,1920155,318,78734,23178,192603,56382,980205,57910,35747,8970,536731,41339,106043,654450,1191111,38913
"00100101001111010000",70,0,294,2489,73,8,1,1,0,122,14,0,0,0,104,3,75245,9147,3,464,0,62,34,71920,111024,483813,68,1,2379,4469395
"11010010010010101011",1841,137238,25572,803,6014,1321,225733,1278370,604319,18341,680395,90282,282931,3389,1099782,493607,34625,1901418,5725,27148,1965868,10948,2734205,183373,122234,3267924,26842,1575622,2862,321812
"01001110111001110100",596175,1068661,9678,145393,52675,55342,37099,156426,12793,163600,6988289,12759,531476,151,483539,97322,18318,1803050,2162069,22135,6331,129798,50853,65814,72469,3586,1576,858634,552523,15193
"10101101000001111011",55,48693,49297,669031,26330,19392,10195,11974,203867,40519,1341746,30329,223218,249021,289976,5850,154319,6037,386216,2147744,4584,226604,240380,53,1524417,26688,34187,101320,17905622,3243345
"01001101001111000100",19404,138,141,14956,3035,9,0,4,3,20,62,0,1,0,94,5,971,3052,25,252,0,2,24,1560779,42751,96171,194,0,174,605419
"11100000000101000010",12796,81287,231931,40079,17842,35600,4007900,225222,48790,113,46488,7065,1436157,651741,30151,1060,849579,5904,29343,4809,246592,14200146,64301,120990,1802139,299524,379602,9908,2310364,1342715
"10101100100001010111",101,0,16528,1,8,0,17,0,618,0,4155720,0,46739,0,2,0,496260,0,601,31035,0,0,0,2501,17164,0,1,0,1229,350
"01000011010001110001",9880,100592,135137,4323,256,8034,60700,142819,68121,42520,415720,8925,139974,487,3919409,11063,2169880,1423419,94506,3206,4400,33628,165301,53108,109394,78880,277,3090871,148149,133556
"11000100101111000111",917776,572386,420337,1084974,2119344,13311,694200,20960,253727,33613,8338,6942,249001,5529,98903,4340,209783,28914,1370177,29086,23852,15839,77566,2457000,3034459,7373,4138,96769,6165,11283
"00101000111010100111",344,0,8141,3,20,0,2,1,9,0,759087,1,1057,0,1,0,6890,2,92,32743,0,0,0,6271,10849,2,13,0,3,612
"00101011100100001100",5,0,3,0,0,0,0,0,0,0,12269,0,0,0,0,0,804,0,0,5,0,0,0,195974,576,5,36,0,1,323
"00001111100001011110",7,5,2,2051,171,141,51,4,2,5,423016,1,50,1,7,2,896,243433,250,419,8,171,22,22059,9821,24021,1250,3,6506,95980
"00001101000111010100",180,37,123,2004,1226,21,0,0,1,558,141,0,3,0,48,17,3010,22486,121,531,0,25,108,1068426,43838,92526,53,0,711,7428246
"11110100001110111010",4760,16649,18908,12421,47175,17126,12798,49803,36128,16277,11346,26289,12257,405810,1263099,239891,135754,23253,33874,560755,9629,77989,648255,81175,598343,257080,158400,9514,496825,2517721
"00000000100110010011",3249,10045,126189,2366,253576,273186,574467,2857,108391,1750212,9191,2439161,262993,15680,146577,95395,1368349,522210,1059368,14816,8996,45429,49036,11568136,263840,5545,9912,25329,3003,423418
"10010001001000001100",71,10,89,78,1642,0,44,4,20,0,57,0,2,3,30,12,3,7415,0,1239,17,1,561,767068,26636,1527177,442453,3,64,34331
"00110010010000000001",74578,25595,1225807,194,4906,2418,80253,38194,165446,28250,61315,426833,3002,2106,32180,43623,291417,370804,398,163484,137994,383999,211226,175516,132785,1966145,7713,1634548,482,195505
"11100001001011010111",0,0,201,0,0,0,0,0,0,0,538,0,0,0,0,0,20766,0,0,33,0,0,0,30227,6024,1,0,0,4,871
"10100000010010111010",4,2337,53867,5496,5087,14105,195515,230696,7042,90769,225012,8313733,517405,4346,140140,946726,20598,425035,31749,131094,4656,686432,9563313,6373,665257,680883,342649,39410,728990,13793856
"10011001010100001010",65,8,1,5960,5085,7,112,8,6,4,2573,0,16,62,11,84,18,6248,0,353,48,8,8,48538,21906,32467030,78300,0,1318,10596454
"10000000010011110011",48,28217,79449,53441,27628,249,270378,13571,74899,1044448,146294,474976,1911097,43,1464788,66233,253690,1692029,370638,33365,4407,88090,7706061,21463,991750,725066,2057,393856,178451,4482127
"01010111101111101111",1728791,752022,22004,481757,76309,14371,11655,304917,4519,26936,82012,933,3637,1736,104841,19027,283836,2078086,364786,111992,35943,1105,85655,112989,351252,214355,3642,237733,1227,6564
"11111100011011000011",267727,161434,516926,1243010,1120063,708,50970,103087,2945532,44178,111588,49242,24409,3804,1134963,11820,97630,2748,32763,1441522,66397,129986,110556,904,379696,126472,102,85421,25601,1522012
"11011010100000010000",30040,789727,63234,39,200863,1737992,705531,111693,20526094,1024,1457125,6320,24828866,2565280,2243410,54506,2477,41748,288939,1409,84466844,2177767,4338,794394,6797,181,12183,1535847,424842,24386
"00011011100010101001",8586,1455179,52983,576,137993,209885,2653,829303,117327,218380,285023,11445,40278,40503,266976,1120171,3197,1578931,52144,32758,2120567,2932,48045,23789,12970,14687,18667,2740763,958,58415
"00101101010100100101",32923,0,11412,2,3,0,0,0,5,1,67114,0,33,0,0,0,109642,0,5,44729,0,0,0,14938,25016,22,10,0,9,3324
"11111110001000000110",36706,0,9743,0,8,0,5,0,2084,0,3689248,0,1928,0,4,0,8728,0,4,29532,6,0,0,13233,1599,1,258,0,95,52
"00100111110110010110",1,0,2,0,0,0,0,0,0,0,15108,0,0,0,0,0,15437,2,0,3,0,0,0,162433,816,19,0,0,0,1510
"11101001110111010110",0,0,5,0,0,0,0,0,0,0,16105,0,9,0,0,0,1445,0,0,1,0,0,0,13189,2055,1,0,0,62,16155
"10001000001000100000",8183,1136505,34728,7954,1856648,4740,70742,47302,237155,14009,59631,1212,843060,54668,421368,24801,176,14392,20136,32778,281706,38372,135196,65866,178296,32649,40536456,82808,487893,169694
"10100010110111111010",43,4827,16793,138876,1061,542867,2062505,1035040,67,244747,1505412,97246,810708,655,41053,549494,384068,9360573,96529,5749,39752,13612231,90993,3794,1970100,1050943,31410,234807,8878063,2569031
"00100000111100101001",43261,14612,35669,192756,17372,30802,346418,366626,331,475136,8365,63414,1502,3109,16410,8873634,137624,666044,1533,163607,677,4832,36340,154547,2495403,1309643,658206,278475,12534,155958
"00000100010110001101",609879,799410,516688,8529,54264,6914,6512,26541,3947,16380095,1181,801829,965,13336,14649,2425801,831439,591140,2132,1198659,30,4116,3670356,17062996,941744,984291,30206,65143,38,509115
"10011101101001110011",12508,335464,5482,2122605,15669077,2732,47712,2604,2138603,56193,729089,946,534092,18173,1328627,2641,3309,22251,5100853,231122,371294,7057,15030,282,136890,4884,2836,492244,1101353,57505
"01010111100110111111",48582,112634,21797,4301,27293,345214,1806,17078,94160,140006,158383,179003,32082,38455,173247,232328,232271,1975188,3199376,78329,21416,1295,177571,2193999,142273,16575,1164,140815,1382,32717
"00101100101111111111",416,0,1745,15,2,0,0,0,0,2,274469,0,135,0,5,0,5230769,3,192,374552,0,0,0,4642,42091,1,6,0,264,1988
"00001010000110111010",365,49249,5096,1598,9364,907373,17145,45216,1657,1890094,693627,138331,276800,28188,408747,219511,155653,2404751,123296,75584,12520,462523,100821,360708,123651,122289,4343681,3074,392863,6805907
"00000101010001101110",14028,1003566,3850,642112,47293,370,42507,514848,514,21389,800235,70168,44799,3421,2835,12834,33017,1678581,51277,264657,725,22363,16898697,2865,245691,8256160,448515,43083,20310,351657
"01010001011001010000",668,3,19,368,79,0,114,15,10,1,285,0,1,0,2198,11,3190,53318,1,66,1,7,72,148088,2767,1187175,17,5,740,519768
"01010000010011111100",8884,1078153,55956,1112,3162,470,8508,1501726,3257,25358,39119,328992,179990,456,1444138,12820556,161351,18423890,55609,120168,573,67734,122849763,528803,45852,895788,1068,236548,8359,1944993
"11100101101110101101",5860,0,43229,0,1,0,0,4,12,0,4539,0,65,0,4,0,85100,0,9,3672,0,0,0,79787,41999,0,16,1,14,29
"01101000011111001110",19395,0,9981,7,0,0,22,52,0,0,121739,0,281,0,4,0,1856436,0,1,47468,0,0,0,11324,10167,15,57,0,87,8161
"01011011000000011101",70,5,155,5,18,26,1,1,918,1,3845,1,7,3,981,68,633,25061,7,2073,5,2,49,5669664,6254,21529,218,6,79,130327
"10111000111011111100",100,0,4815,1,2,0,3,13,1,0,383668,0,3839,0,23,4,4353,6,9,36552,0,0,0,318,3223,2,3,1,917,1680
"10000101101011101000",6610,3172939,24694,103056,392040,12407,134573,5851900,2484,39566,25076,88,39257,49805,168838,41995,5331,231625,38687,7843,76095,14440,437153,1337,112708,22646,164054,4064164,127279,20091
"10010010110111110001",8131,221765,67941,10579,21830,10304,91907,26371,8224,3878274,56920,4699,304408,107,967634,1659379,256847,20903565,95573,2703,145012,153069,82368,256422,485603,716291,115,11588428,53330,372062
"10110111001111100001",147848,221106,1420775,128252,42199,2393,715,12229,10598,155359,2984,55,330,2012,261768,2006,198767,43897,5489,130760,48907,38490,45471,2885,2506512,1635670,3144,1295769,34795,151439
"00001100100111110000",25494,3516910,6924,34084,608739,225277,2411,37063,2030,16973191,82097,12075,264625,20311,209937,1116946,325629,1457245,2871740,8661,3417,277018,87029,145070,89299,9776,2207,117730,393965,2814437
"00010110001010110100",54810,222144,129771,126,93379,992,393,2345,30433,378001,24173,60400,4575,155,539554,35123,11404,3416508,93362,445120,6891,25618,8376984,1796985,50031,88032,44224,323186,1308,41110
"01101100001111001110",44273,0,7308,2,1,0,2,11,1,0,94873,0,83,0,3,0,6587141,0,4,116148,0,0,0,17353,8062,2,89,0,85,2850
"01111101000010110001",13208,183422,695192,1142,101311,37723,11,8294,9818068,204276,25649,508158,10031,183853,3622743,291676,85996,6575,912245,474844,5490,4481,382494,17917,43478,2311,33,134958,12093,3177913
"00101100011000000110",19479,0,3775,1,20,0,5,0,11,0,1000861,0,158,0,0,0,28714,0,2,204904,0,0,0,4293,3268,6,411,0,15,807
"11010101110010010101",128,6,279,109,2487,3,2,1,4097,27,266,14,16,0,244,663,87,20528,153,72,4,0,355,4964054,15381,16500,0,124,7,79268
"10001100001001011000",15334,1328744,39078,23769,154938,16268,531042,73426,50722,65248,82006,339,123617,793150,2768626,10816,83315,12031,7934,746819,4921,1566309,107862,7099,112101,3947,743077,191197,4983952,242539
"10110011001001000001",37,1,1305,379,41,0,50,1,46,0,325,0,0,0,125,0,1067,5864,0,345,161,51,14,8992,138921,3318237,491,128,812,58671
"01101000011000100000",75641,98019,64830,30872,58534,14958,22117,836285,42680,10619,153397,107794,54434,6805,244588,323578,4141,19100,13471,62747,7667,46238,93842,24622,139966,94188,262367,23695,180994,958424
"11111111100010001010",9,4,14,128,663,680,12,191,370,0,91222,1,19,102,21,23,45,3009,15,63,13327,72,6,5588,4112,31911,192,10,1077,313979
"00001001110001110010",1129,119761,1647,823874,448560,61006,348847,182247,7886,101976,7851501,135855,7593541,2703,83710,33643,6883,910985,6626749,5619,28924,151996,35772,533,35645,24422,8178,37046,2402576,1161444
"10010111110111101110",55479,1844094,5048,880369,237037,17709,43788,742425,298,96480,710133,2587,117110,3313,3283,85065,4626,7706911,122766,15171,296269,65167,354905,5544,387057,6993673,17968,352288,18226,94871
"01011110000100100101",10241982,10830980,50684,1838,159506,10927,107,2680,938989,114209,123569,8891,26251,55255,104715,145934,50827,157669,100154,209061,63524,4629,126454,19328096,240090,189948,23681,140619,1395,95092
"10110000011100101111",1435,0,2432,2,1,0,12,0,2,0,33099,0,88,0,1,0,43857,1,0,305057,0,0,0,29045,123308,2215,2777,0,16,1033
"00101011011101101100",13575,0,4333,7,0,0,1,17,0,0,472566,0,35,0,1,0,117471,2,0,20190,0,0,0,463,15896,108,1176,0,888,809
"11010001110011110100",7514,1163005,187705,16112,189079,8145,21604,506942,101483,4160,60891,37490,8290368,1285,690329,756511,982,1074678,4326204,1373,83526,28471,2312077,48076,59886,14815,48,1393518,60183,120754
